Timestamp,Method,Model,PromptTokens,CompletionTokens,CachedTokens,CacheWriteTokens,AudioInputTokens,VideoInputTokens,ReasoningTokens,AudioOutputTokens,ImageOutputTokens,Cost
2026-01-30T20:07:36.792Z,chat/completions,gpt-5,,,,,,,,,,7.03
2026-01-30T20:13:10.008Z,chat/completions,gpt-5,,,,,,,,,,33.81
2026-01-30T20:16:22.362Z,chat/completions,gpt-5,,,,,,,,,,16.19
2026-01-30T20:19:40.809Z,chat/completions,gpt-5,,,,,,,,,,33.25
2026-01-30T20:22:19.240Z,chat/completions,gpt-5,,,,,,,,,,7.25
2026-01-30T20:29:38.666Z,chat/completions,gpt-5,,,,,,,,,,3.33
2026-01-30T20:35:13.161Z,chat/completions,gpt-5,,,,,,,,,,2.08
2026-01-30T20:36:43.131Z,chat/completions,gpt-5,,,,,,,,,,5.37
2026-01-30T20:58:23.483Z,chat/completions,gpt-5,,,,,,,,,,3.48
2026-01-30T21:03:24.212Z,chat/completions,gpt-5,,,,,,,,,,43.77
2026-01-30T21:05:46.131Z,chat/completions,gpt-5,,,,,,,,,,46.47
2026-01-30T21:11:00.485Z,chat/completions,gpt-5,,,,,,,,,,48.48
2026-01-30T21:20:39.835Z,chat/completions,gpt-5,,,,,,,,,,17.2
2026-01-30T21:21:28.223Z,chat/completions,gpt-5,,,,,,,,,,48.05
2026-01-30T21:22:46.961Z,chat/completions,gpt-5,,,,,,,,,,47.29
2026-01-30T21:30:19.347Z,chat/completions,gpt-5,,,,,,,,,,45.36
2026-01-30T21:32:58.569Z,chat/completions,gpt-5,,,,,,,,,,49.65
2026-01-30T21:35:00.974Z,chat/completions,gpt-5,,,,,,,,,,43.12
2026-01-30T21:36:24.231Z,chat/completions,gpt-5,,,,,,,,,,46.99
2026-01-30T21:36:31.783Z,chat/completions,gpt-5,,,,,,,,,,5.74
2026-01-30T21:40:26.502Z,chat/completions,gpt-5,,,,,,,,,,8.52
2026-01-30T21:46:14.635Z,chat/completions,gpt-5.2,,,,,,,,,,27.67
2026-01-30T21:47:45.025Z,chat/completions,gpt-5.2,,,,,,,,,,33.72
2026-01-30T21:47:51.426Z,chat/completions,gpt-5.2,,,,,,,,,,17.55
2026-01-30T22:01:49.365Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,13.58
2026-01-30T22:04:23.588Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,8.19
2026-01-30T22:11:40.156Z,chat/completions,gpt-5.2,,,,,,,,,,34.13
2026-01-30T22:17:11.497Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,17.05
2026-01-30T22:23:54.941Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,16.76
2026-01-30T22:33:56.146Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,8.97
2026-01-30T22:42:07.286Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,16.37
2026-01-30T22:43:46.893Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,9.03
2026-01-30T22:46:45.676Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,9.88
2026-01-30T22:52:12.176Z,chat/completions,gpt-5.2,,,,,,,,,,20.08
2026-01-30T22:53:45.501Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,20.16
2026-01-30T22:57:07.120Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,19.3
2026-01-30T23:00:40.617Z,chat/completions,gpt-5.2,,,,,,,,,,8.95
2026-01-30T23:03:52.718Z,chat/completions,gpt-5.2,,,,,,,,,,13.3
2026-01-30T23:07:27.070Z,chat/completions,gpt-5.2,,,,,,,,,,15.74
2026-01-30T23:09:38.998Z,chat/completions,gpt-5.2,,,,,,,,,,17.76
2026-01-30T23:13:35.778Z,chat/completions,gpt-5.2,,,,,,,,,,10.12
2026-01-30T23:15:02.895Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,20.95
2026-01-30T23:16:08.168Z,chat/completions,gpt-4o,,,,,,,,,,0.07
2026-01-30T23:18:25.827Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,12.45
2026-01-30T23:20:16.039Z,chat/completions,gpt-5.2,,,,,,,,,,26.77
2026-01-30T23:32:20.211Z,chat/completions,gpt-5.2,,,,,,,,,,12.31
2026-01-30T23:36:16.089Z,chat/completions,gpt-5.2,,,,,,,,,,11.2
2026-01-30T23:37:24.050Z,chat/completions,gpt-5.2,,,,,,,,,,6.31
2026-01-30T23:39:18.061Z,chat/completions,gpt-5.2,,,,,,,,,,11.31
2026-01-30T23:43:29.430Z,chat/completions,gpt-5.2,,,,,,,,,,15.31
2026-01-30T23:45:46.225Z,chat/completions,gpt-5.2,,,,,,,,,,8.48
2026-01-30T23:51:00.096Z,chat/completions,gpt-5.2,,,,,,,,,,8.49
2026-01-30T23:56:46.404Z,chat/completions,gpt-5.2,,,,,,,,,,28.68
2026-01-31T00:02:56.611Z,chat/completions,gpt-5.2,,,,,,,,,,13.9
2026-01-31T00:04:34.747Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,18.73
2026-01-31T00:05:46.943Z,chat/completions,gpt-4o,,,,,,,,,,0.06
2026-01-31T00:06:20.742Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,11.71
2026-01-31T00:07:27.076Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,11.8
2026-01-31T08:32:09.414Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,12.31
2026-01-31T08:41:51.243Z,chat/completions,gpt-5.2,,,,,,,,,,18.46
2026-01-31T09:23:02.589Z,chat/completions,gpt-5.2,,,,,,,,,,17.38
2026-01-31T09:33:36.198Z,chat/completions,gpt-5.2,,,,,,,,,,16.69
2026-01-31T09:35:15.460Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,17.12
2026-01-31T09:42:29.227Z,chat/completions,gpt-5.2,,,,,,,,,,42.52
2026-01-31T09:47:20.675Z,chat/completions,gpt-5.2,,,,,,,,,,31.63
2026-01-31T09:53:24.218Z,chat/completions,gpt-5.2,,,,,,,,,,17.65
2026-01-31T09:55:34.741Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,21.79
2026-01-31T10:00:13.826Z,chat/completions,gpt-5.2,,,,,,,,,,40.21
2026-01-31T10:01:39.934Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,24.14
2026-01-31T10:02:06.717Z,chat/completions,gpt-4o,,,,,,,,,,0.07
2026-01-31T10:04:13.857Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,16.01
2026-01-31T10:05:28.031Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,8.49
2026-01-31T10:06:24.594Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,7.74
2026-01-31T10:15:35.929Z,chat/completions,gpt-5.2,,,,,,,,,,25.92
2026-01-31T10:23:25.173Z,chat/completions,gpt-5.2,,,,,,,,,,7.8
2026-01-31T10:29:16.464Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,25.18
2026-01-31T10:32:12.568Z,chat/completions,gpt-5.2,,,,,,,,,,22.96
2026-01-31T10:39:42.907Z,chat/completions,gpt-5.2,,,,,,,,,,52.12
2026-01-31T10:43:27.409Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,11.79
2026-01-31T11:02:29.363Z,chat/completions,gpt-5.2,,,,,,,,,,16.12
2026-01-31T11:03:07.689Z,chat/completions,gpt-4o,,,,,,,,,,0.07
2026-01-31T11:03:14.064Z,chat/completions,gpt-5.2,,,,,,,,,,6.65
2026-01-31T11:05:18.989Z,chat/completions,gpt-5.2,,,,,,,,,,9.84
2026-01-31T11:07:25.222Z,chat/completions,gpt-5.2,,,,,,,,,,10.67
2026-01-31T11:13:37.456Z,chat/completions,gpt-5.2,,,,,,,,,,11.14
2026-01-31T11:16:29.632Z,chat/completions,gpt-5.2,,,,,,,,,,5.75
2026-01-31T11:23:18.865Z,chat/completions,gpt-5.2,,,,,,,,,,11.98
2026-01-31T11:25:49.820Z,chat/completions,gpt-5.2,,,,,,,,,,15.07
2026-01-31T11:31:43.291Z,chat/completions,gpt-5.2,,,,,,,,,,13.81
2026-01-31T11:56:35.608Z,chat/completions,gpt-5.2,,,,,,,,,,14.94
2026-01-31T12:02:21.341Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,20.05
2026-01-31T12:02:34.887Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,19.71
2026-01-31T12:16:03.184Z,chat/completions,gpt-5.2,,,,,,,,,,11.54
2026-01-31T12:18:55.044Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,20.82
2026-01-31T12:26:43.408Z,chat/completions,gpt-5.2,,,,,,,,,,21.26
2026-01-31T12:30:27.699Z,chat/completions,gpt-5.2,,,,,,,,,,18.83
2026-01-31T12:32:11.408Z,chat/completions,gpt-5.2,,,,,,,,,,4.56
2026-01-31T12:38:06.218Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,8.59
2026-01-31T12:40:01.541Z,chat/completions,gpt-5.2,,,,,,,,,,13.79
2026-01-31T12:42:38.019Z,chat/completions,gpt-5.2,,,,,,,,,,14.82
2026-01-31T12:45:14.322Z,chat/completions,gpt-5.2,,,,,,,,,,10.57
2026-01-31T12:46:46.907Z,chat/completions,gpt-5.2,,,,,,,,,,12.08
2026-01-31T12:49:47.286Z,chat/completions,gpt-5.2,,,,,,,,,,19.72
2026-01-31T12:51:12.834Z,chat/completions,gpt-5.2,,,,,,,,,,17.94
2026-01-31T12:53:36.469Z,chat/completions,gpt-5.2,,,,,,,,,,33.8
2026-01-31T12:54:51.386Z,chat/completions,gpt-4o,,,,,,,,,,0.06
2026-01-31T12:55:13.055Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,12.63
2026-01-31T12:56:45.666Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,15.53
2026-01-31T12:59:35.398Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,7.28
2026-01-31T13:04:11.690Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,7.81
2026-01-31T13:04:33.220Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,14.03
2026-01-31T13:06:59.524Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,7.22
2026-01-31T13:56:57.969Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,36.73
2026-01-31T14:39:28.527Z,chat/completions,gpt-4o,,,,,,,,,,0.07
2026-01-31T14:40:13.619Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,27.77
2026-01-31T14:41:00.382Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,21.74
2026-01-31T14:42:54.387Z,chat/completions,gpt-5.2,,,,,,,,,,20.07
2026-01-31T14:43:35.997Z,chat/completions,gpt-4o,,,,,,,,,,0.06
2026-01-31T14:45:05.858Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,9.46
2026-01-31T14:48:36.862Z,chat/completions,gpt-5.2,,,,,,,,,,10.65
2026-01-31T14:51:01.162Z,chat/completions,gpt-5.2,,,,,,,,,,10.88
2026-01-31T14:52:42.751Z,chat/completions,gpt-5.2,,,,,,,,,,6.64
2026-01-31T14:54:53.183Z,chat/completions,gpt-5.2,,,,,,,,,,14.31
2026-01-31T14:57:54.553Z,chat/completions,gpt-5.2,,,,,,,,,,22.04
2026-01-31T15:05:32.410Z,chat/completions,gpt-5.2,,,,,,,,,,11.56
2026-01-31T15:09:35.057Z,chat/completions,gpt-5.2,,,,,,,,,,11.07
2026-01-31T15:11:46.041Z,chat/completions,gpt-5,,,,,,,,,,10.37
2026-01-31T15:15:00.608Z,chat/completions,gpt-5.2,,,,,,,,,,12.64
2026-01-31T15:16:57.940Z,chat/completions,gpt-5.2,,,,,,,,,,11.45
2026-01-31T15:19:28.560Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,22.74
2026-01-31T15:21:54.599Z,chat/completions,gpt-5.2,,,,,,,,,,13.11
2026-01-31T15:23:13.089Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,23.34
2026-01-31T15:26:41.251Z,chat/completions,gpt-5.2,,,,,,,,,,17.64
2026-01-31T15:32:05.685Z,chat/completions,gpt-5.2,,,,,,,,,,13.84
2026-01-31T15:33:29.415Z,chat/completions,gpt-5.2,,,,,,,,,,9.26
2026-01-31T15:35:09.499Z,chat/completions,gpt-5.2,,,,,,,,,,24.35
2026-01-31T15:36:34.148Z,chat/completions,gpt-5.2,,,,,,,,,,8.38
2026-01-31T15:41:18.051Z,chat/completions,gpt-5.2,,,,,,,,,,9.82
2026-01-31T15:42:37.702Z,chat/completions,gpt-5.2,,,,,,,,,,7.91
2026-01-31T15:44:28.945Z,chat/completions,gpt-5.2,,,,,,,,,,12.79
2026-01-31T15:45:40.523Z,chat/completions,gpt-5.2,,,,,,,,,,8.66
2026-01-31T15:51:42.039Z,chat/completions,gpt-5.2,,,,,,,,,,9.82
2026-01-31T15:59:55.505Z,chat/completions,gpt-5.2,,,,,,,,,,10.19
2026-01-31T16:03:16.854Z,chat/completions,gpt-5.2,,,,,,,,,,17.81
2026-01-31T16:05:54.256Z,chat/completions,gpt-5,,,,,,,,,,11.75
2026-01-31T16:07:40.452Z,chat/completions,gpt-5.2,,,,,,,,,,10.13
2026-01-31T16:11:23.619Z,chat/completions,gpt-5.2,,,,,,,,,,25.44
2026-01-31T16:12:36.303Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,31.26
2026-01-31T16:12:56.246Z,chat/completions,gpt-4o,,,,,,,,,,0.07
2026-01-31T16:13:26.910Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,7.61
2026-01-31T16:13:30.786Z,chat/completions,gpt-5,,,,,,,,,,9.44
2026-01-31T16:14:18.702Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,12.61
2026-01-31T16:14:40.637Z,chat/completions,gpt-5,,,,,,,,,,8.98
2026-01-31T16:17:46.287Z,chat/completions,gpt-5,,,,,,,,,,9.24
2026-01-31T17:02:39.588Z,chat/completions,gpt-5.2,,,,,,,,,,4.61
2026-01-31T17:04:14.291Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,30.26
2026-01-31T17:05:50.923Z,chat/completions,gpt-5.2,,,,,,,,,,31.64
2026-01-31T17:09:36.095Z,chat/completions,gpt-5.2,,,,,,,,,,24.02
2026-01-31T17:11:30.727Z,chat/completions,gpt-4o,,,,,,,,,,0.07
2026-01-31T17:11:55.219Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,7.94
2026-01-31T17:12:28.769Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,8.97
2026-01-31T17:43:19.319Z,chat/completions,gpt-5.2,,,,,,,,,,30
2026-01-31T17:44:17.624Z,chat/completions,gpt-5.2,,,,,,,,,,8
2026-01-31T17:46:00.170Z,chat/completions,gpt-5.2,,,,,,,,,,29.88
2026-01-31T17:46:58.335Z,chat/completions,gpt-5.2,,,,,,,,,,6.77
2026-01-31T17:51:21.289Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,20.15
2026-01-31T17:52:33.972Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,19.18
2026-01-31T18:05:28.773Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,21.02
2026-01-31T20:21:57.408Z,chat/completions,gpt-5.2,,,,,,,,,,11.27
2026-01-31T21:12:32.623Z,chat/completions,gpt-5-image,,,,,,,,,,86.58
2026-01-31T21:22:54.018Z,videos,sora-2,,,,,,,,,,76.81
2026-01-31T23:41:29.227Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,10.54
2026-01-31T23:41:31.898Z,chat/completions,gpt-4o,,,,,,,,,,0.08
2026-01-31T23:47:38.467Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,11.49
2026-01-31T23:52:19.883Z,chat/completions,gpt-5.2,,,,,,,,,,10.35
2026-01-31T23:53:53.316Z,chat/completions,gpt-5.2,,,,,,,,,,10.01
2026-01-31T23:55:57.874Z,chat/completions,gpt-5.2,,,,,,,,,,8.05
2026-01-31T23:57:21.228Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,11.15
2026-02-01T00:00:08.049Z,chat/completions,gpt-5.2,,,,,,,,,,11.32
2026-02-01T00:02:51.475Z,chat/completions,gpt-5.2,,,,,,,,,,6.79
2026-02-01T00:03:56.375Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,12.93
2026-02-01T00:07:00.730Z,chat/completions,gpt-5.2,,,,,,,,,,10.84
2026-02-01T00:08:09.193Z,chat/completions,gpt-5.2,,,,,,,,,,8.88
2026-02-01T00:11:24.079Z,chat/completions,gpt-5.2,,,,,,,,,,7.96
2026-02-01T00:12:24.915Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,10.38
2026-02-01T00:20:25.347Z,chat/completions,gpt-5.2,,,,,,,,,,10.94
2026-02-01T00:21:25.668Z,chat/completions,gpt-5.2,,,,,,,,,,6.55
2026-02-01T00:22:47.492Z,chat/completions,gpt-5.2,,,,,,,,,,12.35
2026-02-01T00:23:53.262Z,chat/completions,gpt-5.2,,,,,,,,,,8.07
2026-02-01T00:24:41.123Z,chat/completions,gpt-4o,,,,,,,,,,0.07
2026-02-01T00:25:20.755Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,7
2026-02-01T08:05:30.558Z,chat/completions,gpt-5.2,,,,,,,,,,20.4
2026-02-01T09:20:24.591Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,11.89
2026-02-01T13:07:45.505Z,chat/completions,gpt-5.2,,,,,,,,,,14.04
2026-02-01T13:12:03.829Z,chat/completions,gpt-5.2,,,,,,,,,,45.22
2026-02-01T13:14:22.692Z,chat/completions,gpt-5.2,,,,,,,,,,34.49
2026-02-01T13:16:19.770Z,chat/completions,gpt-5.2,,,,,,,,,,20.68
2026-02-01T13:18:12.247Z,chat/completions,gpt-5.2,,,,,,,,,,4.59
2026-02-01T13:19:22.627Z,chat/completions,gpt-5.2,,,,,,,,,,39.75
2026-02-01T13:26:32.767Z,chat/completions,gpt-5,,,,,,,,,,30.35
2026-02-01T13:30:01.129Z,chat/completions,gpt-5,,,,,,,,,,35.42
2026-02-01T13:35:26.901Z,chat/completions,gpt-5,,,,,,,,,,25.11
2026-02-01T13:37:56.374Z,chat/completions,gpt-5,,,,,,,,,,21.2
2026-02-01T13:41:24.333Z,chat/completions,gpt-5,,,,,,,,,,27.35
2026-02-01T13:44:19.843Z,chat/completions,gpt-5,,,,,,,,,,23.8
2026-02-01T14:19:41.209Z,chat/completions,gpt-5,,,,,,,,,,25.42
2026-02-01T14:28:59.649Z,chat/completions,gpt-5,,,,,,,,,,30.58
2026-02-01T14:31:21.898Z,chat/completions,gpt-5,,,,,,,,,,32.47
2026-02-01T14:34:28.780Z,chat/completions,gpt-5,,,,,,,,,,27.62
2026-02-01T14:37:37.237Z,chat/completions,gpt-5,,,,,,,,,,18.87
2026-02-01T15:39:54.215Z,chat/completions,gpt-4o,,,,,,,,,,0.06
2026-02-01T15:40:31.027Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,7.4
2026-02-01T15:50:50.548Z,chat/completions,gpt-4.1,,,,,,,,,,0.07
2026-02-01T16:13:43.470Z,chat/completions,gpt-5,,,,,,,,,,29.19
2026-02-01T16:17:08.864Z,chat/completions,gpt-5,,,,,,,,,,34.15
2026-02-01T16:22:26.101Z,chat/completions,gpt-5,,,,,,,,,,10.24
2026-02-01T16:23:23.729Z,chat/completions,gpt-5,,,,,,,,,,10.68
2026-02-01T16:32:28.436Z,chat/completions,gpt-5,,,,,,,,,,15.48
2026-02-01T16:40:51.909Z,chat/completions,gpt-5,,,,,,,,,,15.7
2026-02-01T16:51:25.105Z,chat/completions,gpt-5,,,,,,,,,,13.15
2026-02-01T18:53:54.256Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.58
2026-02-01T19:02:26.330Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.23
2026-02-01T19:11:30.293Z,chat/completions,gpt-5,,,,,,,,,,42.4
2026-02-01T19:19:00.824Z,chat/completions,gpt-5,,,,,,,,,,45.17
2026-02-01T19:19:04.114Z,chat/completions,gpt-5,,,,,,,,,,28.25
2026-02-01T19:22:37.505Z,chat/completions,gpt-5,,,,,,,,,,26.77
2026-02-01T19:26:14.617Z,chat/completions,gpt-5,,,,,,,,,,32.34
2026-02-01T19:27:12.658Z,chat/completions,gpt-5,,,,,,,,,,20.96
2026-02-01T19:30:48.186Z,chat/completions,gpt-5,,,,,,,,,,29.92
2026-02-01T19:32:03.058Z,chat/completions,gpt-5,,,,,,,,,,0.37
2026-02-01T19:34:26.001Z,chat/completions,gpt-5,,,,,,,,,,11.5
2026-02-01T19:38:15.824Z,chat/completions,gpt-5,,,,,,,,,,28.17
2026-02-01T19:40:34.366Z,chat/completions,gpt-5,,,,,,,,,,10.46
2026-02-01T19:51:21.017Z,chat/completions,gpt-5,,,,,,,,,,23.56
2026-02-01T19:59:15.406Z,chat/completions,gpt-5,,,,,,,,,,30.61
2026-02-01T20:00:18.645Z,chat/completions,gpt-5,,,,,,,,,,17.98
2026-02-01T20:17:13.023Z,chat/completions,gpt-5,,,,,,,,,,0.86
2026-02-01T20:17:24.535Z,chat/completions,gpt-5,,,,,,,,,,0.72
2026-02-01T20:19:14.043Z,chat/completions,gpt-5,,,,,,,,,,28.84
2026-02-01T20:21:27.401Z,chat/completions,gpt-5,,,,,,,,,,9.97
2026-02-01T20:27:10.137Z,chat/completions,gpt-5,,,,,,,,,,4.97
2026-02-01T20:34:04.116Z,chat/completions,gpt-5,,,,,,,,,,3.93
2026-02-01T21:00:30.166Z,chat/completions,gpt-5,,,,,,,,,,26.51
2026-02-01T21:03:00.539Z,chat/completions,gpt-5,,,,,,,,,,18.64
2026-02-01T21:03:43.345Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.1
2026-02-01T21:18:25.165Z,chat/completions,gpt-5,,,,,,,,,,26.5
2026-02-01T21:19:58.853Z,chat/completions,gpt-5,,,,,,,,,,6.61
2026-02-01T21:22:37.685Z,chat/completions,gpt-5,,,,,,,,,,6.2
2026-02-01T21:37:52.684Z,chat/completions,gpt-5,,,,,,,,,,28.06
2026-02-01T21:38:35.295Z,chat/completions,gpt-5,,,,,,,,,,26.51
2026-02-01T21:39:04.869Z,chat/completions,gpt-5,,,,,,,,,,8.15
2026-02-01T21:40:36.172Z,chat/completions,gpt-5,,,,,,,,,,56.33
2026-02-01T21:41:55.827Z,chat/completions,gpt-5,,,,,,,,,,15.26
2026-02-01T21:42:41.054Z,chat/completions,gpt-5,,,,,,,,,,27.35
2026-02-01T21:43:27.919Z,chat/completions,gpt-5,,,,,,,,,,47.5
2026-02-01T21:45:50.994Z,chat/completions,gpt-5,,,,,,,,,,21.95
2026-02-01T21:47:13.969Z,chat/completions,gpt-5,,,,,,,,,,57.81
2026-02-01T21:52:30.322Z,chat/completions,gpt-4o,,,,,,,,,,0.06
2026-02-01T21:52:55.947Z,chat/completions,gpt-5.2,,,,,,,,,,9.84
2026-02-01T21:54:31.770Z,chat/completions,gpt-5.2,,,,,,,,,,14.13
2026-02-01T21:55:43.013Z,chat/completions,gpt-5.2,,,,,,,,,,9.57
2026-02-01T21:58:26.301Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,24.53
2026-02-01T22:03:04.570Z,chat/completions,gpt-5.2,,,,,,,,,,20.82
2026-02-01T22:04:25.488Z,chat/completions,gpt-5.2,,,,,,,,,,19.49
2026-02-01T22:05:47.568Z,chat/completions,gpt-5.2,,,,,,,,,,7.83
2026-02-01T22:10:01.892Z,chat/completions,gpt-5.2,,,,,,,,,,7.97
2026-02-01T22:12:07.435Z,chat/completions,gpt-5.2,,,,,,,,,,6.9
2026-02-01T22:12:57.853Z,chat/completions,gpt-5,,,,,,,,,,52.41
2026-02-01T22:26:24.179Z,chat/completions,gpt-5,,,,,,,,,,31.5
2026-02-01T22:27:21.786Z,chat/completions,gpt-5,,,,,,,,,,61.93
2026-02-01T22:29:51.372Z,chat/completions,gpt-5,,,,,,,,,,54.46
2026-02-01T22:30:58.693Z,chat/completions,gpt-5,,,,,,,,,,28.51
2026-02-01T22:32:08.659Z,chat/completions,gpt-5,,,,,,,,,,21.26
2026-02-01T22:44:16.166Z,chat/completions,gpt-5,,,,,,,,,,57.18
2026-02-01T22:45:06.879Z,chat/completions,gpt-5,,,,,,,,,,55.9
2026-02-01T22:52:30.355Z,chat/completions,gpt-5,,,,,,,,,,48.51
2026-02-01T22:54:31.812Z,chat/completions,gpt-5,,,,,,,,,,54.73
2026-02-01T22:55:44.916Z,chat/completions,gpt-5,,,,,,,,,,55.42
2026-02-01T22:57:02.922Z,chat/completions,gpt-5,,,,,,,,,,15.16
2026-02-01T22:59:27.011Z,chat/completions,gpt-5,,,,,,,,,,54.85
2026-02-01T22:59:28.477Z,chat/completions,gpt-5,,,,,,,,,,54.01
2026-02-01T23:01:18.730Z,chat/completions,gpt-5,,,,,,,,,,5.59
2026-02-01T23:14:11.848Z,chat/completions,gpt-5,,,,,,,,,,53.62
2026-02-01T23:17:11.776Z,chat/completions,gpt-5,,,,,,,,,,54.69
2026-02-01T23:29:37.179Z,chat/completions,gpt-5.2,,,,,,,,,,6.94
2026-02-01T23:33:11.164Z,chat/completions,gpt-5.2,,,,,,,,,,15.81
2026-02-01T23:45:14.020Z,chat/completions,gpt-5.2,,,,,,,,,,19.57
2026-02-01T23:48:16.975Z,chat/completions,gpt-5.2,,,,,,,,,,8.82
2026-02-01T23:53:56.677Z,chat/completions,gpt-5.2,,,,,,,,,,8.95
2026-02-01T23:56:47.219Z,chat/completions,gpt-5.2,,,,,,,,,,21.68
2026-02-01T23:58:22.016Z,chat/completions,gpt-5.2,,,,,,,,,,25.75
2026-02-01T23:58:38.147Z,chat/completions,gpt-5.2,,,,,,,,,,23.17
2026-02-02T00:01:58.732Z,chat/completions,gpt-5.2,,,,,,,,,,3.37
2026-02-02T00:05:48.345Z,chat/completions,gpt-5,,,,,,,,,,55.64
2026-02-02T00:13:43.072Z,chat/completions,gpt-5,,,,,,,,,,56.02
2026-02-02T00:17:07.716Z,chat/completions,gpt-5,,,,,,,,,,19.12
2026-02-02T00:19:07.237Z,chat/completions,gpt-5,,,,,,,,,,17.99
2026-02-02T00:23:33.455Z,chat/completions,gpt-5,,,,,,,,,,24.16
2026-02-02T00:25:19.221Z,chat/completions,gpt-5,,,,,,,,,,14.27
2026-02-02T00:28:08.519Z,chat/completions,gpt-5,,,,,,,,,,17.3
2026-02-02T00:44:54.908Z,chat/completions,gpt-5,,,,,,,,,,47.8
2026-02-02T00:48:44.902Z,chat/completions,gpt-5,,,,,,,,,,44.62
2026-02-02T00:53:08.477Z,chat/completions,gpt-5,,,,,,,,,,15.52
2026-02-02T00:54:53.612Z,chat/completions,gpt-5,,,,,,,,,,15.25
2026-02-02T01:00:22.877Z,chat/completions,gpt-5,,,,,,,,,,16.24
2026-02-02T01:26:24.639Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.75
2026-02-02T01:35:18.322Z,chat/completions,gpt-5,,,,,,,,,,56.31
2026-02-02T01:45:53.388Z,chat/completions,gpt-5,,,,,,,,,,16.3
2026-02-02T01:50:16.442Z,chat/completions,gpt-5,,,,,,,,,,25.43
2026-02-02T01:53:32.879Z,chat/completions,gpt-5,,,,,,,,,,28.85
2026-02-02T02:00:55.410Z,chat/completions,gpt-5,,,,,,,,,,30.77
2026-02-02T02:02:20.909Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.37
2026-02-02T10:54:48.072Z,chat/completions,gpt-5.2,,,,,,,,,,6.12
2026-02-02T10:59:30.623Z,chat/completions,gemini-3-pro-preview,,,,,,,,,,7.75
2026-02-02T11:05:39.058Z,chat/completions,gpt-5.2,,,,,,,,,,9.08
2026-02-02T11:07:31.368Z,chat/completions,gpt-5.2,,,,,,,,,,3
